2009 Amazon Affiliate Income,,,,
Apparel & Accessories,Paddy's Pub Flipadelphia Flip Cup Tournament T-Shirt (Small),Third Party,1,$19.99
MP3 Downloads,Pa-Kumpa!!,Amazon.com,1,$0.99
Books,Paper Towns,Amazon.com,1,$12.23
Books,Paranoia,Amazon.com,1,$6.99
Books,Paranoia,Amazon.com,1,$6.99
Books,Paranoia,Third Party,1,$0.49
Books,Paranoia,Third Party,1,$0.15
Books,Perdido Street Station,Third Party,1,$6.73
Video Games,Perfect Dark Zero Limited Collector's Edition,Third Party,1,$8.99
Books,Pets Go Pop!,Amazon.com,1,$12.23
Pet Supplies,PetSafe Outdoor Ultrasonic Bark Deterrent,Amazon.com,1,$34.49
Health & Personal Care Appliances,Philips Norelco T780 Rechargeable Vacuum Trimmer,Amazon.com,1,$25.99
Books,"Pink Brain, Blue Brain: How Small Differences Grow Into Troublesome Gaps -- And What We Can Do About It",Amazon.com,1,$16.50
Books,Pivot Table Data Crunching (Business Solutions),Amazon.com,1,$23.09
Books,Pivot Table Data Crunching (Business Solutions),Third Party,1,$17.98
Books,Pivot Table Data Crunching for Microsoft Office Excel 2007,Amazon.com,1,$23.09
Books,Pivot Table Data Crunching for Microsoft Office Excel 2007 (Business Solutions),Amazon.com,1,$23.09
Books,Pivot Table Data Crunching for Microsoft Office Excel 2007 (Business Solutions),Amazon.com,1,$23.09
Books,Pivot Table Data Crunching for Microsoft Office Excel 2007 (Business Solutions),Amazon.com,1,$23.09
Books,Pivot Table Data Crunching for Microsoft Office Excel 2007 (Business Solutions),Amazon.com,1,$23.09
Books,Pivot Table Data Crunching for Microsoft Office Excel 2007 (Business Solutions),Amazon.com,1,$23.09
Music,"Play It Again, Shan",Third Party,1,$1.83
Electronics,Polaroid PoGo Instant Mobile Printer,Third Party,1,$59.99
Electronics,Polaroid Zink Media 30-Pack for PoGo Instant Mobile Printer,Amazon.com,1,$12.99
Books,Possession: A Romance,Third Party,1,$4.00
Books,Power Excel 2007 with MrExcel (Video Training) (LiveLessons),Amazon.com,1,$26.39
Books,PowerPoint 2003 for Dummies,Amazon.com,1,$14.95
Books,PowerPoint 2003 for Dummies,Third Party,1,$14.95
Books,PowerPoint 2007 Bible,Amazon.com,1,$26.39
Books,"Prepare for Surgery, Heal Faster",Amazon.com,1,$10.17
Books,Principles of Finance with Excel: Includes CD,Amazon.com,1,$67.23
Books,"Pro C# 2008 and the .NET 3.5 Platform, Fourth Edition (Windows.Net)",Third Party,1,$42.09
Books,Professional Excel Development: The Definitive Guide to Developing Applications Using Microsoft Excel and VBA (Addison-Wesley Microsoft Technolo,Amazon.com,1,$40.94
Books,Professional Excel Development: The Definitive Guide to Developing Applications Using Microsoft Excel and VBA (Addison-Wesley Microsoft Technolo,Amazon.com,1,$40.94
Books,Professional Excel Development: The Definitive Guide to Developing Applications Using Microsoft Excel and VBA (Addison-Wesley Microsoft Technolo,Amazon.com,1,$40.94
Books,Professional Excel Development: The Definitive Guide to Developing Applications Using Microsoft Excel and VBA (Addison-Wesley Microsoft Technolo,Amazon.com,1,$40.94
Books,Professional Excel Development: The Definitive Guide to Developing Applications Using Microsoft Excel and VBA (Addison-Wesley Microsoft Technolo,Amazon.com,1,$40.94
Books,"Professional Excel Development: The Definitive Guide to Developing Applications Using Microsoft Excel, VBA, and .NET (2nd Edition)",Amazon.com,1,$37.79
Books,"Professional Excel Development: The Definitive Guide to Developing Applications Using Microsoft Excel, VBA, and .NET (2nd Edition)",Amazon.com,1,$37.79
Books,"Professional Excel Development: The Definitive Guide to Developing Applications Using Microsoft Excel, VBA, and .NET (2nd Edition)",Amazon.com,1,$37.79
Books,"Professional Excel Development: The Definitive Guide to Developing Applications Using Microsoft Excel, VBA, and .NET (2nd Edition)",Amazon.com,1,$37.79
Books,"Professional Excel Development: The Definitive Guide to Developing Applications Using Microsoft Excel, VBA, and .NET (2nd Edition) (Addison-Wesley Mic",Amazon.com,1,$37.79
Books,"Professional Excel Development: The Definitive Guide to Developing Applications Using Microsoft Excel, VBA, and .NET (2nd Edition) (Addison-Wesley Mic",Amazon.com,1,$37.79
Books,"Professional Excel Development: The Definitive Guide to Developing Applications Using Microsoft Excel, VBA, and .NET (2nd Edition) (Addison-Wesley Mic",Amazon.com,1,$37.79
Books,Programming Excel with VBA and .NET,Amazon.com,1,$34.64
Books,Programming Excel with VBA and .NET,Amazon.com,1,$34.64
Books,Programming Excel with VBA and .NET,Third Party,1,$27.48
Books,Python Programming for the Absolute Beginner,Third Party,1,$13.99
Health & Personal Care,Quabaug Corp. Barge Cement Quart,Third Party,1,$48.56
Books,Quantitative Trading Strategies: Harnessing the Power of Quantitative Techniques to Create a Winning Trading Program (McGraw-Hill Traders Edge Series),Amazon.com,1,$40.95
Books,Quantum Physics For Dummies (For Dummies (Math & Science)),Amazon.com,1,$13.59
Books,Quattro Pro for DOS for Dummies,Third Party,1,$0.75
Books,Quattro Pro for DOS for Dummies,Third Party,1,$0.29
Software,QuickBooks Simple Start 2009,Third Party,1,$14.95
MP3 Downloads,Raditude (Amazon MP3 Deluxe Exclusive Version),Amazon.com,1,$9.49
Books,Rags of My Soul: Poems,Third Party,1,$1.69
Books,Raising Jake,Third Party,1,$7.47
DVD,Rambo [Blu-ray],Third Party,1,$13.28
Magazine Subscriptions,Ranger Rick,Amazon.com,1,$19.95
Books,Reading Financial Reports For Dummies (For Dummies (Business & Personal Finance)),Amazon.com,1,$14.95
Books,Reasons for and Advantages of Breathing: Stories (P.S.),Amazon.com,1,$10.97
Tools & Hardware,"Redi Shade 3102496 Fabric Window Shade 36-by-72-Inch, White",Amazon.com,1,$9.44
Kitchen & Housewares,"Reflections 60 by 120-Inch Oblong / Rectangle Tablecloth, Merlot",Amazon.com,1,$31.07
Books,Reharmonization Techniques (Berklee Methods),Amazon.com,1,$19.77
Music,Rehearsals for Departure,Amazon.com,1,$11.98
Books,Restless: A Novel,Amazon.com,1,$10.17
Books,RibbonX: Customizing the Office 2007 Ribbon,Amazon.com,1,$26.39
Music,Road to the Riches,Third Party,1,$28.35
Kindle eBooks,Rogue Forces,Amazon.com,1,$9.99
MP3 Downloads,Roll On,Amazon.com,1,$0.99
MP3 Downloads,Rompe [Explicit],Amazon.com,1,$0.99
Music,Roselight,Amazon.com,1,$16.99
MP3 Downloads,Roundabout,Amazon.com,1,$0.99
Kitchen & Housewares,Rubbermaid 7J18 Durable 3-Piece Canister Set,Third Party,2,$27.10
Music,Rush,Amazon.com,1,$7.97
MP3 Downloads,Sad Man Happy Man,Amazon.com,1,$9.99
Health & Personal Care,"Saint Anthony, Patron Saint of Bacon",Third Party,1,$7.81
Beauty,Salve 1 oz. by Cloverine,Third Party,1,$7.00
Software,Sanitarium,Third Party,1,$3.99
Electronics,SANYO eneloop 4 Pack AA NiMH Pre-Charged Rechargeable Batteries,Amazon.com,1,$12.71
DVD,Saturday Night Live - The Best of Steve Martin,Amazon.com,1,$6.99
MP3 Downloads,School Day,Amazon.com,2,$1.98
MP3 Downloads,School Day (Ring Ring Goes The Bell),Amazon.com,2,$1.98
Electronics,Scosche sleekSYNC Retractable USB 2.0 cable for iPod and iPhone (Black),Third Party,1,$17.54
Electronics,Seagate FreeAgent Go Dock and Case 100521233 (Silver/White),Amazon.com,1,$22.85
DVD,Seeing and Savoring Jesus Christ,Amazon.com,1,$17.99
Books,Selling a Practice - Straightforward Answers to Tough Questions,Third Party,1,$4.80
Electronics,Sennheiser HD 205 Studio Monitor DJ Headphones w/ Swivel Ear Cup,Amazon.com,1,$39.80
Sports & Outdoors,Serfas Stop Sign Bicycle Taillight (Red),Amazon.com,1,$15.00
Health & Personal Care,"Seventh Generation Training Pants, 3t-4t, (32-40 Lbs), 26-count Packages (Pack of 4) (104 Training Pants)",Amazon.com,1,$45.99
DVD,Sgt. Pepper's Lonely Hearts Club Band,Amazon.com,1,$7.49
Books,SharePoint 2007 User's Guide: Learning Microsoft's Collaboration and Productivity Platform,Amazon.com,1,$26.39
Books,SharePoint 2007 User's Guide: Learning Microsoft's Collaboration and Productivity Platform,Amazon.com,1,$26.39
Books,Sharpening the Warriors Edge: The Psychology & Science of Training,Amazon.com,1,$13.57
Video Games,Sid Meier's Civilization IV: Colonization,Amazon.com,1,$27.99
Electronics,SIIG CB-SA0111-S1 3.3-Feet Serial ATA External Cable,Amazon.com,1,$9.82
Music,Simple Things,Amazon.com,1,$12.49
Books,Simply Christian: Why Christianity Makes Sense,Third Party,1,$7.99
DVD,"Six Days, Seven Nights",Amazon.com,1,$12.99
Books,Slash,Amazon.com,1,$10.87
Toys & Games,Smart Ass,Amazon.com,1,$19.68
Health & Personal Care,Solaray - Empty Gelatin Capsules Size 000 100 Cap,Third Party,1,$5.68
Pet Supplies,"Solid Gold Chicken, Turkey, White Fish and Liver Formula",Third Party,1,$26.94
Electronics,Sony LCS-CST General Purpose Soft Carrying Case for Slim Cybershot Digital Cameras,Amazon.com,1,$8.70
Kindle eBooks,Soul Identity,Amazon.com,1,$0.01
Kindle eBooks,Soul Identity,Amazon.com,1,$0.01
Other,Soul's Desire,Amazon.com,1,$0.49
MP3 Downloads,Space Oddity (1999 Digital Remaster),Amazon.com,1,$0.89
Books,Special Edition Using Microsoft Office Excel 2003,Third Party,1,$14.99
Books,Special Edition Using Microsoft Office Excel 2007,Amazon.com,1,$26.39
Books,Spectacular Sins: And Their Global Purpose in the Glory of Christ,Amazon.com,1,$10.87
Kitchen & Housewares,Starfrit Manual Food Processor,Amazon.com,2,$35.36
Books,Statistical Analysis with Excel For Dummies,Amazon.com,1,$19.79
Jewelry,"Sterling Silver Filigree Circle Pendant, 18""",Amazon.com,1,$35.00
Jewelry,Sterling Silver Marcasite & Garnet-Colored Glass Teardrop Earrings,Amazon.com,1,$39.00
MP3 Downloads,Strange Days,Amazon.com,1,$0.99
Video Games,Street Fighter IV Collector's Edition,Amazon.com,1,$79.99
MP3 Downloads,Streets Of Laredo,Amazon.com,1,$0.99
Books,Student Study Guide for Biology,Third Party,1,$63.72
Books,Substitute Teaching from A to Z,Amazon.com,1,$10.17
Health & Personal Care,Sung by Alfred Sung for Women 3.4 oz Eau de Toilette Spray,Third Party,1,$23.16
Books,Super Crunchers: Why Thinking-By-Numbers is the New Way To Be Smart,Amazon.com,1,$10.98
Video Games,Super Mario Galaxy,Amazon.com,1,$39.99
DVD,Super Why!: Jack and the Beanstalk & Other Story Book Adventures,Third Party,1,$8.33
DVD,"Superman - The Animated Series, Volume Two (The New Superman Adventures) (DC Comics Classic Collection)",Amazon.com,1,$21.99
MP3 Downloads,Supermoon,Amazon.com,1,$8.99
Books,"Surely You're Joking, Mr. Feynman! (Adventures of a Curious Character)",Third Party,1,$4.21
Office Products,Swingline 747 Polished Chrome Classic Desk Stapler (S7074720E),Amazon.com,1,$19.49
MP3 Downloads,Sympathy For The Devil,Amazon.com,1,$0.99
Books,Tagalog (Spoken World),Amazon.com,1,$32.97
Music,Take Me Home,Amazon.com,1,$9.99
Kitchen & Housewares,Taylor Commercial Waterproof Digital Thermometer,Amazon.com,1,$16.49
Books,Teach Yourself VISUALLY Excel 2003 (Teach Yourself VISUALLY (Tech)),Amazon.com,1,$16.49
Books,Teach Yourself VISUALLY Microsoft Word 2003 (Teach Yourself VISUALLY (Tech)),Third Party,1,$16.49
Books,Teach Yourself VISUALLY PowerPoint 2003 (Teach Yourself VISUALLY (Tech)),Third Party,1,$22.49
MP3 Downloads,Tequila (Original),Amazon.com,1,$0.89
MP3 Downloads,Terrapin Station,Amazon.com,1,$5.99
Pet Supplies,"TetraMin Flakes, 2.20 Ounces",Amazon.com,1,$6.99
Electronics,Texas Instruments TI1795SV Solar Calculator,Amazon.com,1,$13.18
Books,"The 7 Principles of Fat Burning: Get Healthy, Lose Weight and Keep It Off!",Third Party,1,$12.47
MP3 Downloads,The 99 Most Essential Vivaldi Masterpieces (Amazon Exclusive),Amazon.com,16,$47.84
MP3 Downloads,The 99 Most Essential Vivaldi Masterpieces (Amazon Exclusive),Amazon.com,9,$26.91
MP3 Downloads,The 99 Most Essential Vivaldi Masterpieces (Amazon Exclusive),Amazon.com,3,$8.97
Books,The Adobe Photoshop Lightroom 2 Book for Digital Photographers (Voices That Matter),Amazon.com,1,$29.69
Books,The Anthologist: A Novel,Third Party,1,$25.00
Books,The Anthologist: A Novel,Amazon.com,1,$16.50
DVD,The Apartment,Third Party,1,$12.99
DVD,"The Art of Exotic Dancing for Everyday Women 3 DVD Set! Core Moves, Develop Your Routine, and Chair Dancing",Third Party,1,$16.99
Music,The Beatles Stereo Box Set,Amazon.com,1,$179.99
Books,The Bush Boom: How a Misunderestimated President Fixed a Broken Economy,Third Party,1,$7.00
Music,The Bytches,Third Party,1,$16.99
MP3 Downloads,The Cattle Call,Amazon.com,1,$0.99
Books,The Complete Idiot's Guide to Writing Erotic Romance,Amazon.com,1,$11.53
Books,The Consolations of Philosophy,Third Party,1,$2.50
Music,The Crow: New Songs for the Five-String Banjo,Amazon.com,1,$10.99
Music,The Crow: New Songs for the Five-String Banjo,Amazon.com,1,$10.99
Video Games,The Darkness,Third Party,1,$6.96
Music,The Definitive Collection,Amazon.com,1,$9.97
Books,The Drunkard's Walk: How Randomness Rules Our Lives,Amazon.com,1,$16.47
Books,The Echo Maker: A Novel,Amazon.com,1,$10.20
Kindle eBooks,The Elements of Style (Text to the Original Edition of 1918),Amazon.com,1,$2.39
Books,The Elephanta Suite: Three Novellas,Third Party,1,$6.25
Books,The Elephanta Suite: Three Novellas,Third Party,1,$5.78
Books,The Elephanta Suite: Three Novellas,Third Party,1,$3.49
DVD,The Emperor's Club (Widescreen Edition),Amazon.com,1,$9.99
Kindle eBooks,The Everything Word Scramble Book,Amazon.com,1,$9.99
Other,The Extraordinary Leader,Amazon.com,1,$2.99
Books,The Fermata,Amazon.com,1,$11.97
Books,The Fermata,Third Party,1,$1.25
Books,The Fermata (Vintage Blue),Third Party,1,$0.13
Baby,The First Years Breastflow BPA Free Starter Set,Amazon.com,1,$19.99
Baby,The First Years Breastflow Slow - Medium Flow Nipple - 2 Pack,Third Party,1,$13.95
Kindle eBooks,The Food of a Younger Land,Amazon.com,1,$9.99
Books,"The Food of a Younger Land: A Portrait of American Food--Before the National Highway System, Before Chain Restaurants, and Before Frozen Food, When th",Amazon.com,1,$18.45
Books,"The Food of a Younger Land: A Portrait of American Food--Before the National Highway System, Before Chain Restaurants, and Before Frozen Food, When th",Amazon.com,1,$17.80
Books,"The Food of a Younger Land: A Portrait of American Food--Before the National Highway System, Before Chain Restaurants, and Before Frozen Food, When th",Third Party,1,$16.67
Books,The Girl Who Played with Fire,Third Party,1,$12.72
Books,The Grappler's Book of Strangles and Chokes,Amazon.com,1,$11.62
MP3 Downloads,The Greatest Hits Of Sergio Mendes And Brasil '66,Amazon.com,1,$7.97
Music,The Insider: Music From The Motion Picture,Third Party,1,$2.05
Books,The Instant Millionaire: A Tale of Wisdom and Wealth,Amazon.com,1,$9.95
Books,The Last Tycoons: The Secret History of Lazard FrÃ¨res & Co.,Amazon.com,1,$11.56
Kindle eBooks,The List,Amazon.com,1,$2.36
Kindle eBooks,The List,Amazon.com,1,$2.36
Books,The Lost Symbol,Amazon.com,1,$16.17
Books,The Lost Symbol,Amazon.com,1,$16.17
DVD,The Magic School Bus - Holiday Special,Third Party,1,$4.22
Books,The March: A Novel,Third Party,1,$3.05
Books,The Marlinspike Sailor,Amazon.com,1,$12.21
Kindle eBooks,The Metamorphosis,Amazon.com,1,$0.99
Books,The Mezzanine,Amazon.com,1,$11.16
Books,The Mezzanine,Third Party,1,$3.00
Kindle eBooks,The Middle of Things,Third Party,2,$2.00
Books,The Middle Temple Murder by J.S. Fletcher by J.S. Fletcher,Third Party,1,$4.29
Books,The Mosquito Coast,Third Party,1,$3.89
Books,The Name of the Rose: including the Author's Postscript,Amazon.com,1,$10.20
DVD,The Ninth Gate,Amazon.com,1,$7.49
Other,The Online Millionaire: Strategies for Building a Web-Based Empire on eBay and Beyond,Amazon.com,1,$2.49
DVD,The Out-of-Towners,Amazon.com,1,$9.98
Books,The Paradox of Choice: Why More Is Less,Amazon.com,1,$9.88
Books,The Piano Tuner: A Novel,Amazon.com,1,$10.17
Music,The Platinum Collection,Third Party,1,$4.30
Books,The PowerScore GMAT Critical Reasoning Bible: A Comprehensive System for Attacking the GMAT Critical Reasoning Questions,Third Party,1,$18.00
Books,The PowerScore GMAT Sentence Correction Bible,Amazon.com,1,$23.09
Books,"The Prize: The Epic Quest for Oil, Money and Power",Third Party,1,$0.69
Books,The R Book,Amazon.com,1,$88.00
Books,The Race...from Pit Row to Victory Lane,Amazon.com,1,$13.22
Books,The Red Queen: Sex and the Evolution of Human Nature,Amazon.com,1,$10.19
Books,"The Restaurant Managers Handbook: How to Set Up, Operate, and Manage a Financially Successful Food Service Operation",Third Party,1,$54.97
Music,The Sea to the North,Amazon.com,1,$16.99
Books,The Size of Thoughts: Essays and Other Lumber,Third Party,1,$2.68
Books,The Size of Thoughts: Essays and Other Lumber,Third Party,1,$0.96
Books,The Size of Thoughts: Essays and Other Lumber,Third Party,1,$0.75
Books,The Snowball: Warren Buffett and the Business of Life,Amazon.com,1,$23.10
Books,The Snowball: Warren Buffett and the Business of Life,Third Party,1,$3.49
Books,The Songlines,Amazon.com,1,$10.88
MP3 Downloads,The Soul Jazz Legacy - CTI: The Master Collection Volume 2,Third Party,1,$12.98
Books,"The Splicing Handbook: Techniques for Modern and Traditional Ropes, Second Edition",Amazon.com,1,$11.86
Music,The Story of the Ghost,Amazon.com,1,$14.99
Books,"The Three Marriages: Reimagining Work, Self and Relationship",Third Party,1,$6.98
Kindle eBooks,The Total Brain Workout,Amazon.com,1,$9.99
Music,THE ULTIMATE COLLECTION,Third Party,1,$19.41
Books,"The Visual Display of Quantitative Information, 2nd edition",Amazon.com,1,$28.80
Books,The World on Sunday : Graphic Art in Joseph Pulitzer's Newspaper (1898 - 1911),Amazon.com,1,$33.75
Books,The Worst Journey in the World (Penguin Classics),Amazon.com,1,$12.24
Electronics,Thermaltake Sata HDD USB Docking Station,Amazon.com,1,$36.99
Toys & Games,ThinkFun Gordians Knot,Amazon.com,1,$11.99
Kindle eBooks,This Is Not a Game: A Novel,Amazon.com,1,$9.99
Toys & Games,Thomas & Friends Wooden Railway - 6-1/2 Inch Single Curved Switch Track (2 pieces),Amazon.com,1,$12.94
Kindle eBooks,Thorn Queen,Third Party,1,$4.47
Music,"Throw Down Your Heart, Tales from the Acoustic Planet, Vol. 3: Africa Sessions",Amazon.com,1,$13.99
Music,"Throw Down Your Heart, Tales from the Acoustic Planet, Vol. 3: Africa Sessions",Amazon.com,1,$13.49
Kindle eBooks,Tic Tac Toe,Amazon.com,1,$0.99
Kindle eBooks,Tic Tac Toe,Amazon.com,1,$0.99
DVD,Time Bandits (Criterion Collection Spine #37),Third Party,1,$8.97
Books,To the Golden Shore: The Life of Adoniram Judson,Amazon.com,1,$13.60
MP3 Downloads,"Toccata and Fugue in D minor, BWV 565/Toccata (Instrumental)",Third Party,1,$0.99
DVD,Tommy,Amazon.com,1,$10.49
Health & Personal Care,Tommy Bahama By Tommy Bahama For Men. Cologne Spray 3.4 Ounces,Amazon.com,1,$32.98
Electronics,Transcend 16 GB SDHC SD Class 6 Flash Memory Card TS16GSDHC6E [Amazon Frustration-Free Packaging],Amazon.com,1,$26.99
Electronics,Transcend 8 GB SDHC SD Class 6 Flash Memory Card TS8GSDHC6E [Amazon Frustration-Free Packaging],Amazon.com,1,$15.99
Books,Transforming Performance Measurement: Rethinking the Way We Measure and Drive Organizational Success,Third Party,1,$3.97
Electronics,TrendyDigital MaxGuard Leather Cover + WaterGuard Waterproof Case for Kindle 2,Third Party,1,$39.99
Electronics,"TrendyDigital WaterGuard Waterproof Case for Kindle, Blue Border",Third Party,1,$15.99
Electronics,"TrendyDigital WaterGuard Waterproof Case for Kindle, Blue Border",Third Party,1,$15.99
Toys & Games,T-Rex Timberkit,Third Party,1,$21.66
Health & Personal Care,Trojan SUPRA Lubricated: 18-Pack of Condoms,Third Party,1,$21.85
DVD,Tuff Turf,Amazon.com,1,$8.99
Software,TurboTax Home & Business Federal + State + eFile 2008,Third Party,1,$47.15
Kindle eBooks,"Twilight (The Twilight Saga, Book 1)",Amazon.com,1,$6.59
Health & Personal Care,"TwinLab B-12 Dots Vitamin B-12 Tablets, 5000 mcg, 60-Count Bottles (Pack of 2)",Amazon.com,1,$24.55
Books,U and I: A True Story,Third Party,1,$3.50
MP3 Downloads,Ultra 2008,Amazon.com,1,$10.99
DVD,Up (4 Disc Combo Pack with Digital Copy and DVD) [Blu-ray],Amazon.com,1,$19.99
MP3 Downloads,Upa Neguinho,Amazon.com,1,$0.99
Electronics,"USB Data Cable + Rapid Car Charger With IC Chip For LG VX9100 EnV2, VX8610 Decoy, AX300, AX830 Glimmer, LX400 Blue, LX400 Burgundy, UX300 Cell Phone",Third Party,2,$8.34
Video Games,USB INTERCOOLER 4 COOLING FAN + HDMI CABLE for SONY PS3,Third Party,1,$9.45
Sports & Outdoors,UTG Airsoft Foldable Target With Zippered Mesh Pellet Trap,Amazon.com,2,$19.00
Kindle eBooks,Valor's Trial,Third Party,1,$6.39
Electronics,Vantec NexStar 3 NST-360U2-BK 3.5-Inch IDE to USB 2.0 External Hard Drive Enclosure (Onyx Black),Amazon.com,1,$30.99
Books,"Vault Career Guide to Investment Banking, 6th Edition",Amazon.com,1,$19.77
Books,"Vault Guide to Finance Interviews, 7th Edition",Amazon.com,1,$19.77
Books,VBA and Macros for Microsoft Office Excel 2007 (Business Solutions),Amazon.com,1,$26.39
Books,Vbscript for Dummies,Third Party,1,$74.95
Tools & Hardware,Vector VEC 024B 400-Watt D/C to A/C Power Inverter with Power Level Meter,Third Party,1,$42.99
Books,Victory Point: Operations Red Wings and Whalers - the Marine Corps' Battle for Freedom in Afghanistan,Amazon.com,1,$17.13
Kitchen & Housewares,Vinturi Essential Wine Aerator,Third Party,1,$31.88
Books,Vox,Amazon.com,1,$11.16
Books,Vox,Third Party,1,$4.00
Automotive,Wagan Twin USB/DC Cup Holder Adapter,Amazon.com,1,$9.37
MP3 Downloads,Wake Of The Flood,Amazon.com,1,$1.99
Music,Wake Your Daughter Up,Third Party,1,$6.12
Books,Wall Street Lingo: Thousands of Investment Terms Explained Simply,Amazon.com,1,$16.47
Music,Wanted: Dead or Alive,Third Party,1,$18.88
Music,Wavelength,Amazon.com,1,$10.97
Electronics,Western Digital 1 TB Caviar Green SATA Intellipower 32 MB Cache Bulk/OEM Desktop Hard Drive WD10EADS [Amazon Frustration-Free Packaging],Amazon.com,1,$84.99
MP3 Downloads,What A Wonderful World,Amazon.com,1,$0.89
Books,What I Learned Losing a Million Dollars,Third Party,1,$39.95
Kindle eBooks,What the Storm Means,Third Party,1,$2.39
Toys & Games,What Would Bacon Do Folder with Spinner,Third Party,1,$4.98
DVD,What's Eating Gilbert Grape (Special Collector's Edition),Amazon.com,1,$9.49
Books,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Amazon.com,1,$10.47
MP3 Downloads,When Summer Turns To Snow,Amazon.com,1,$0.99
MP3 Downloads,Where The Sun Don't Shine,Amazon.com,1,$0.99
MP3 Downloads,Who Knew,Third Party,1,$0.99
MP3 Downloads,Who Knew,Amazon.com,1,$0.99
MP3 Downloads,Who Says,Third Party,1,$1.29
Music,Willie and the Wheel,Amazon.com,1,$10.99
Electronics,Winegard SS-3000 Amplified Indoor UHF/VHF Antenna,Amazon.com,1,$50.99
Kitchen & Housewares,Winware 3-Ply Stainless Steel 12 Inch Fry Pan with Silicone Sleeve,Amazon.com,1,$49.99
Books,Wisconsin Death Trip,Amazon.com,2,$46.14
Books,Wisconsin Death Trip,Amazon.com,1,$23.07
Books,Witch on the Water,Amazon.com,5,$46.60
Books,Wolf Hall: A Novel,Amazon.com,1,$11.00
Apparel & Accessories,"Woolrich Men's Wool Railroad Vest, NO COLOR, Size XL",Third Party,1,$65.00
Books,Word 2007 For Dummies,Third Party,1,$6.06
Books,Word 2007 For Dummies,Third Party,1,$3.99
Books,WordPress For Dummies,Amazon.com,1,$15.49
Books,Working with Difficult People (Worksmart Series),Third Party,1,$5.30
Toys & Games,"Working Wood Trebuchet DIY Kit 17"" X 7"" X 24""",Third Party,1,$39.95
Music,WOW Hits 2010,Third Party,1,$9.69
Books,Writing Excel Macros,Third Party,1,$6.96
Books,"Writing Excel Macros with VBA, 2nd Edition",Amazon.com,2,$52.78
Books,"Writing Excel Macros with VBA, 2nd Edition",Third Party,1,$18.98
Video Games,Xbox 360 Over Ear Headset,Amazon.com,1,$12.99
Books,XSLT 1.0 Pocket Reference (Pocket Reference (O'Reilly)),Amazon.com,1,$9.95
Video On Demand Videos,Year One (Rated),Amazon.com,1,$3.99
MP3 Downloads,Year Zero,Amazon.com,1,$9.49
MP3 Downloads,Ye-Me-Le,Amazon.com,1,$0.99
Sports & Outdoors,YZERMAN 2008 STANLEY CUP #19 Detroit Red Wings RBK Premier NHL Hockey Jersey by Reebok ( NHLPA Certified Custom Sewn Authentic Twill),Third Party,1,$180.00
Musical Instruments,Zoom MRT3 Micro Rhythm Trak Drum Machine,Amazon.com,1,$84.75
